review,actual,predicted,probability,actual_sentiment,predicted_sentiment
i wandered into this movie after watching the minute borat tonight and left quite disappointed i was a huge fan of wallace and gromit and routinely go to see animated films that being said i found myself nodding off and at one point nearly walked out but stayed waiting for this film to get better never happened the visuals are stunning and the voice work is top notch especially in my opinion that of kate winslet and ian mckellen i had to remind myself a few times the bulbous headed lizard villain was gandalf and magneto the problem with this movie for me is it s one of those animated features for the add set it registers after the fact as one zany slapstick routine after another weighed down by a treacle filled plot that pulls out every stop in an attempt to convey an important message it looks a lot like busted oscar bait for the animated category and considering the way it s scoring with critics i wouldn t be surprised if the academy gets it wrong and offers up its hardware but if you re looking for an enjoyable animated feature about rats take my advice and wait for ratatouille,0,1,0.75222605,Negative,Positive
terrific production and a good comedic performance by george clooney can t save curiously detached occasionally clumsy quasi comedy from joel and ethan coen depression era road tale hearkens back to yesterday with three escaped chain gang prisoners seeking a hidden fortune and inadvertently becoming country music stars in the process the film meanders along but never builds any momentum it does get a big boost from clooney s charismatic gableesque mugging and also from the art direction and t bone burnett s lively music otherwise the screenplay by the coens is seriously lacking in humor and interest supporting cameos by john goodman and holly hunter fail to add any lift and the second half of the movie slides precariously into self indulgence from,0,1,0.99726796,Negative,Positive
this producers showcase version of the musical peter pan with mary martin has the benefit of showcasing most of the original broadway cast including kathleen nolan as wendy who was more natural an actress than the girl they hired for the color televised play it s a shame that most people won t sit through anything black and white anymore because in many respects this earlier production which doesn t even show up in the imdb listings when you put peter pan into the search engine is superior to the cutesier color version most people have watched i obtained the original on disc and then did work on it to make it look and sound better digitally now when i put the color version on it looks garish in comparison i suspect mary martin herself no doubt preferred this original b w producers showcase televised version as an added plus the disc i got also showed the original commercials and opening promo how far away the s seem now such an innocent time compared to today i miss it,1,0,0.09158046,Positive,Negative
i watched this film on the hallmark channel recently in my opinion the film started out decent enough but eventually got sour the story a u s soldier in afghanistan receives one of the christmas cards that a woman back in the u s has sent out to troops for christmas he becomes so inspired by the christmas card that he feels it has given him a ray of hope and happiness in his life a motivation to continue on when he is given leave he goes to the very town that the woman lives in he comes across and spunky young woman and eventually finds out that she is the one that sent the christmas card he meets the family and after saving her dad a vietnam war veteran from getting hit by a car whilst crossing the street the family decides to take him in for a while we learn that he doesn t have a family back home the soldier agrees to help out the family during the christmas season by working with them at their logging company the family comes to love him and vice versa the soldier also becomes in love with the family s daughter the woman that sent the christmas card there s only one problem she already has a serious relationship with a man that she s in love with it s also a long distance relationship the boyfriend is very different from the soldier he prefers wine and trips to france over hard labor and the great outdoors the woman prefers the latter throughout the rest of the film there is a love triangle as the woman s boyfriend is back in town visiting her for the season everyone in the family seems to want the daughter to be with the soldier and the mom basically wants what s best for her daughter spoiler alert the woman comes to like the soldier more and more as they have a lot in common they happen to spend a lot of time together she gradually becomes attracted to his persona then one day he kisses her and and she kisses him back now she s so confused she s in love with her boyfriend and wants to marry him someday but she s become so fond of the soldier soon enough the boyfriend who doesn t know about the kiss but is very protective of the woman and thinks the soldier has been trying to move in on her decides to propose to the woman and she accepts his plans for their marriage however are not plans that she wants she wants to be at home have kids and be close to her family he wants to travel the world go to exotic places and if they have kids he wants to take them along this doesn t sound too thrilling for the woman however the soldier feels bad about what he s done and doesn t want to make things worse so he decides to leave town despite the dad s urging him to stay and be with his daughter it all comes to a head when at the christmas eve service with church we find out that the soldier hasn t left yet the boyfriend and the woman speak to each other outside and he broken hearted basically decides to let her go and breaks up with her the film ends with the woman and the soldier getting together things i like i like the soldier throughout much of the film he s basically nice and polite with a strong sense of doing good for others there are moments in which the family is going with church and participating in charitable causes the family hold hands and pray during an evening meal at the table the dad and mom have a long lasting and evidently healthy marriage the soldier tries to do the right thing in a situation after he did something very wrong things i don t like there is a very typical love triangle story in this film the soldier turns sour as he slowly and subtly moves in on the woman and then eventually kisses her when she already has a boyfriend most of the family practically applauds this behavior the family goes with church and participates in services yet this is how they act there is some bad language conclusion i became disappointed as the film ran on and it got worse and worse i ended up fast forwarding the very end of the film because i had enough so the film started out decent with some few gem moments but ended up ruining itself therefore i don t recommend this film to anyone,0,1,0.6212062,Negative,Positive
it s hard to imagine a director capable of such godawful crap as notting hill pulling off something as sensitive and as attractive as this but well here s the evidence and it s quite compelling several have alluded to tv drama and yes this does have a seventies play for today feel at times but is always a cut above mainly i think owing to some quite superlative acting from anne reid and to a fine script which shadow boxes with clich without ever getting one on the nose except maybe right at the end i didn t like either the tracking shot of indifferent goodbyes through the hallway nor the oh what a beautiful morning final scene she deserved a more studied finale than that i think after all that hard work the slippers business was a bit ott too on reflection what i mean about avoiding clich well i for one had a sinking expectation that the mature man may s daughter tries to set her up with would be cast in dimensions as a repulsive old bore so as to point the contrast more painfully with the attractive virile young geezer he is unwittingly competing with instead we get an unexpectedly subtle and sympathetic cameo of a lonely clumsy not entirely unlikeable and very human fellow who nevertheless doesn t have much of a clue about entertaining a woman it was around that point i started to sit up and pay more attention here was a script that let the actors breathe and do something interesting with fairly minor parts almost mike leigh in that respect minus the contrived catharses that the latter inexplicably goes in for and of course i was as everyone probably was dumbfounded by what anne reid does with her character and with her body she s not the repressed dutiful housewife discovering herself for the first time this is far too simplistic for the character we have again and again there are allusions to her having been a bad housewife not to mention that thing she does with trays trying to look nurturing and comely and only succeeding in looking awkward the daughter accuses her of having sat in front of the tv all day instead of well whatever her motherly duties might be presumed to have been she has no answer she never was a model wife and mother at least not to herself that s where a lot of the poignancy comes from the sense of someone having wasted a life trying to fulfil a role she simply wasn t good at ever,1,0,0.0017398817,Positive,Negative
if you live in the suburbs are relatively well off financially and do not really have much contact with the city life of england then this is the comedy for you not something a mass audience would go for but if you re like these characters they show you ll love it to pieces overall this is a comedy that the snobs at the bbc will sit back and laugh at for their pleasure and only a select few of the publics comparing it to bbc comedys like only fools and horses fawlty towers black adder and other classics this series tends to drift away from the bbc s regular product to the audience and deliver to somewhat of a folk culture,0,1,0.9823036,Negative,Positive
not much to say on this one a plot you can pretty much peg in the first minutes nothing overly wrong with this film very little action for an action film there was a chance to explore the characters emotions occasionally whether an action film is the right genre to do that with i m still undecided sniper was one of the easiest films to watch without giving full attention to as it had little twists and a straightforward plot i was probably guilty of that so with a second watch or with undivided attention it may be better but the best of my out of s,0,1,0.9919665,Negative,Positive
this might contain a spoiler so beware if it had been thousand or two million people does it make a difference sometimes i get so angry at the apparent apathy of a small number of strangely very loud americans but i have to remember that many people here in the us were not bred or raised to care about anything outside of their comfort zone god help us for what we have done after the relative ease of what we did to the native americans and the indifference to the horrors of enslaving a race you would think we d have grown hearts and souls in the late s and early s but now i see it is ok as long as our ends are justified to only us how then can we look at any other dictator and horrible government and think we are somehow doing good to impose our will we are contradictory and hypocritical and i am ashamed for this i feel sorrow for the people affected they deserve justice and their homes back if this was done in my name as an american for my supposed safety i don t want it i denounce these actions and hope our global community understands that many americans believe the american government is a runaway train of deceit no one is above the law i want my country back and so do the chagos islanders regardless of what people post from the anonymity of their computers no one can in their heart deny that they would be unwilling to give up their birthplace for some bombs and heliports we can t stand to be stuck in traffic let alone forcibly and unjustly removed from our homes not one of us brit and american alike forget what goes around comes around don t buy into the fallacy that a simpler more natural civilization is somehow less worthy of having their rights observed and preserved when we turn our backs on the basic human rights and dignities of we turn away from the basic human rights and dignities of all men,1,0,0.3584833,Positive,Negative
i ve bought the feast of all saints and it s not truly a horrible movie but a lot of things could have been better it had a lot of historical value played out by very talented actress actors and it s not an everyday occurrence that actors can play out such a role and have it be somewhat believable there were some parts that were a little mediocre and confusing but i wouldn t say that the entire movie was horrible once you think about that capturing s new orleans and making something out of it it pretty hard and much harder to get actors who can strongly signify those parts but the only big problem i had with the movie was that most of the actors who did play the free people of color were mostly light skinned africans not very universal in casting others who weren t light skinned one of the old creole stereotypes that still exists whomever did the casting could have picked a wider variety when it came to hue despite many creoles are color conscious rather picking actors that looked near white in a sense could have been more thought out the actors did a great job the script could have better written and overall i found the performances were very believable,1,0,0.028073423,Positive,Negative
considering all the teen films like the breakfast club and pretty in pink that are lionized it is surprising that this one is so ignored there is no sex in it but sex is thought of including the idea that it may matter what others think about it the kids do not always get along with their parents but neither the parents or the kids are seen as always right or wrong and the parents are not seen as monsters it deals with hero worship how one girl does a dangerous thing which could have lead to real dustier before realizing that she was wrong the movie is kind of ahead of its time one kid asks another kid what birth control she uses she says she is doing nothing to need birth control she replies wrongly oral sex,1,0,0.13774405,Positive,Negative
one of the classic low budget s movies this film was found in a bargain video shop in london for only p interestingly the package lists the star of the film as charles bone who sounds like a porn star but once the credits role it s obvious that the picture is aligned to far the right of the tv screen so that all the cast members have the last letter missing from their names from the moment the narrator lamely introduces us to the situation that the desperate tenants of a grimy new york city apartment block you know you re in for a rollercoaster ride of fromage the direction is from the ed wood one take school if one or two extras were looking at the camera crew then what the hell the films finishes with a plot twist that puts the usual suspects to shame buy it now,1,0,0.079749025,Positive,Negative
i don t know why people except a lot from low budget indie films but i enjoyed this one as i m a fan of urban horror there s not too many urban horror movies out there so when i saw this one on the shelf just the title alone peaked my curiosity so i decided to check it out and i was surprised it s not too often you run into a low budget indie horror film with great acting and a good story is it low budget yes can you tell that it s low budget yes but once you start watching the movie you become so wrapped up in the story that it doesn t matter i like hip hop music too and the soundtrack is nice i don t know what s up with all these bad reviews for this film all i hear is worst movie ever have these idiots seen every movie out there there s thousands of movies out there how can you categorize one as the worst ever a video not movie like zombiez may be the worst film i ever seen but i can t say that it s the worst movie ever since i haven t seen every movie out there bottom line these people who gave this movie bad reviews are probably from the suburbs listen if you don t like minority based urban films the ghetto films hip hop etc then why watch these types of movies knowing that you don t like this type of stuff sure this is a horror film but it s not just a horror film but it s an urban horror film with a multi cultural based cast i don t like tv shows like dawson s creek or the o c they suck to me films like garden state wedding crashers and i heart huckabees suck to me i m a guy from new jersey and these shows and movies suck to me why because i can t relate to them they don t peak my interest just common sense believe me i will never watch garden state garden salad wedding crashers here s a sequel to torture you again since the first sucked so bad and i heart huckaboring now back to this movie in regards to saint s comment above i don t know if this guy was smoking crack or got knocked stupid by his drunken dad before he watched the movie but to me everyone did a great job the actor who played ricky i forgot his name did a very good job i m an aspiring actor myself taking theater at my school and i had to do a play where i had to cry and it s not easy to be emotional in a scene so i give props to actors who have to do an emotional scene and can pull it off anywho i liked this movie and never heard of these actors and directors before but you bet i ll be looking out for their stuff for now on and if they are reading this bring on the sequel i m out jerzee representin,1,0,0.14784844,Positive,Negative
flashdance meets meatballs iii or maybe it should just be called meatballs iv this is my friend wesley s all time favorite movie largely because he still has a thing about j v cheerleaders as someone once said this is fine more than fine but as you get older you need to branch out whether you want to or not society demands it gimme an f has cinema s greatest j v cheerleader mary ann played by beth miller who looks like a sweet faced alicia silverstone from before her clueless days wesley hates miller s other film the horrific teen wolf too made three years later where she plays a fickle southern belle much like martha smith s character in animal house personally i admire miller s range as the two characters could not be more different and she is convincing as both anyway mary ann is a na ve novice cheerleader from moline a member of the lucky ducks squad who comes to camp beaverview for cheerleading instruction she s befriended by jenna karen lee kelly the leader of the tough girl squad appropriately named the demons jenna becomes protective of mary ann after her main rival takes an instant dislike to mary ann later mary ann gets a crush on tommy hamilton the head instructor tommy is spending his summer wrestling with the dilemma of having to grow up and move on which is a problem as his only skills are teaching cheerleading and performing elaborate dance routines in the shower for the enjoyment of viewers who get off on that sort of thing phoebe daphne ashbrook is tommy s long suffering girlfriend she has a well adjusted attitude and an experienced perspective she even tolerates tommy s flirtation with mary ann trusting that tommy will not actually take advantage of young mary ann while these four characters are solid and their relationships have a nice charm the supporting cast is almost as weak as the material they have to work with which is a shame because had they brought some actual comic relief to the production it would have been a decent film jennifer cooke plays pam a social climbing and terminally peppy instructor who is carrying on with camp s money hungry owner bucky and there is another couple with a thing for the characters from mad max since nothing is very funny you are left with only a cute semi romance and some great dance routines an attempt is made to create some suspense by slowly leading up a final competition but unless this is your first movie experience the outcome is never in doubt and there is a back story about some japanese businessmen bucky wants to get money from but it goes nowhere dramatically or comically then again what do i know i m only a child,0,1,0.5846579,Negative,Positive
opera the u s title is terror at the opera is somewhat of a letdown after some of dario s other movies like phenomena tenebre and suspiria i still can t find inferno anywhere it s one of those movies that has a great first half but midway through it s like someone started slowly letting the air out of the screenplay and logic the basic plot involves a beautiful opera singer who is being stalked by a deranged obsessed fan this killer begins killing people close to her in a most unique fashion he binds and gags her and tape tiny sharp pins under her eyelids so if she tries to close her eyes she ll gouge out her eyes this forces her to watch while the killer murders her acquaintances in typically brutal and gory argento fashion unfortunately about midway through the film becomes sluggish and illogical this is especially directed towards the killer s motivations i still haven t completely figured out why he s such a nut the ending especially come out of left field in the worst possible sense but for about the first hour or so this is some of dario s best filmmaking and the camera work is breathtaking too bad it couldn t maintain it through to the end rating,1,0,0.01412932,Positive,Negative
i am marking this as a spoiler only because of some of my comments of the show s content not to the content itself as i read the comments it is apparent that those republicans somehow tolerate the show but disdain it while the democrats seems to relish in its so called truthfulness one reader even so it seems actually indicates that he believes these events did or could have happened when bush was in grade school but as to the content as i see it trying to be neutral is that the group that made this series must actually be really bush haters in the episode that i saw last s e it showed that the program must have been put together long before mccain became the front runner for the nomination because the other former front runners are all featured another thing that caught my attention was the use of add in closets i thought that the series must have been made in europe of for sure not in the u s a because i know of no home the u s a that does not have built in closets and most likely in the homes of the artists as i watch the show yes i do get caught up in it i am amazed to see what must be a terrific desire of the writers to do what they can to embarrass our president sure there are problems as most american will agree but that is no reason to be so hateful in public displays seen around the world perhaps the trend has now been set by this show and network so that if obama or hillary got in would they continue to produce and air the same sort of humor about them just one more comment on a commentator s remarks if there had been some sort of change in the election back in according to that writer he was so sure that there would be a completely different acceptable president wow wishful thinking on his part as far as events i do believe that it was set in motion back when clinton was president and i can t see how if gore was president anything would be much different,0,1,0.77655274,Negative,Positive
the appeal of ancient films like this one is that you get to see an actual moving image of life over years ago here are a lot of people leaving a factory all of them dead by now and none of them even remotely aware of the magnitude of the invention that they are walking before i was shocked to read one reviewer call this film as boring as home videos today and at least one other mistakenly identified it as the first film ever made it was the first film made at the rate of frames per second rather than the then normal frames per second sure all you see is a lot of people filing out of a building and passing before the cinematograph on their way home from work but this is a curiosity piece for dozens of reasons not the least of which is that it was the first film made by the lumi re brothers who probably had a stronger impact on the development of the cinema than any other individual or group of individuals in history,1,0,0.027158514,Positive,Negative
i was unsure whether or not andy sidaris could repeat his success with the cinematic hit malibu express with his film fit to kill he has proved that sidaris is a serious filmmaker and not just a one shot director the plot written by sidaris which was ungratefully passed up by the academy is a complex screenplay involving many unseen twists and turns the main characters composed work for a sexually based radio station known as ksxy cleverly ksxy is actually their secret headquarters in fit to kill they confront their long time nemesis kane who is trying to steal one of russia s most prized diamonds a well written screenplay is not all excellent acting by the cast helps to ensure this film as a cult classic panned by the critics and the box office this film will be appreciated in years to come it is now suffering the same fate as clockwork orange and taxi driver did but in the future will undoubtly become recognized i am disappointed no critic circles have recognized andy sidaris s trademark filmmaking the costumes the special effects all help to compliment this already beautiful piece of filmmaking it may do you best to ignore the dismal rating on this film and go out and rent it for yourself my personal rating is the drama is as thick as the blockbuster runaway bride and the action better or equal to the cinematic masterpiece last action hero andy keep up the good work,0,1,0.99041337,Negative,Positive
i was surprised that i liked this movie but it reminded me of a version of the first friday the th there were a number of cheesy elements yet at the same time there were many cool ones the story line was good predictable if you have seen more than one or two horror movies but full of one liners to make it worthwhile there are some memorable scenes worth watching a few issues i had with the plot had to do with the continuity of the characters for instance in the opening scene the scarecrows which were humans on stakes whose blood was drained to grow the crops looked very real but later in the film they looked more like fake scarecrows wearing blue colored masks there were more than several gaps in the plot and the acting was mediocre but at least it sounded like how real people talk unlike hollywood movies where the dialogue is really fake sounding when you think about it the culmination of the last scene when the main character says i m not a baker i m a connell and lops the head off of the scarecrow is satisfying as his friends have for the most part been killed off by these creatures at that point,1,0,0.11402245,Positive,Negative
joan cusack steals the show the premise is good the plot line interesting and the screenplay was ok a tad too simplistic in that a coming out story of a gay man was so positive when it is usually not quite so positive then again it is fiction all in all an entertaining romp one thing i noticed was the inside joke aspect since the target audience probably was straight they may not get the gay stuff in context with the story kevin kline showed a facet of his acting prowess that screenwriters sometimes don t take in consideration when suggesting kline for a part this one hit the mark,1,0,0.37506372,Positive,Negative
this movie has been a classic in my part of the country because it was filmed in my own small town i now have many friends who are guards at dixon correctional and i myself worked for yrs at the superamerica store next to the krogers store the old lady was at however this is still the dumbest movie ever made destined to be introduced by gilbert godfreid or rhonda shearer if it hasn t been already a bit of trivia illinois doesn t even have parole hearings and dixon prison is a medium security facility housing burglars and vending machine vandals the classic clucking seduction scene is perhaps the most amusing piece of writing i ve ever seen especially with the suspenseful build up,0,1,0.9706299,Negative,Positive
i saw this movie when it first came to the theaters in and though i knew it wasn t of award winning caliber i kinda liked it it tales the tale of former cub scouts reuniting to take on the one task they never got to finish as kids which is to climb mt whitehead of course now the cub scouts are all grown up and have developed their personalities in a variety of ways but none too differently than they were as children richard lewis is still neurotic richard belzer is still a playboy franklyn ajaye is still sort of the dear abby of the group and tim thomerson is still the surfer dude of the group of course the top billed star is louie anderson a true believer in everything cub scout related he still lives in the same house with his mother still goes over the cub scout manual daily is brave reverent and clean and is the one who reunites the others for one more grand adventure in scouting compounding their task however is the grunski brothers two bullies drummed out of the cub scouts by the above mentioned by coincidence they run into their old den and decide to harass them a bit albeit harmlessly not so harmlessly is three escaped convicts who think pack is from the fbi and are intent on wiping them out all in all the movie still has bits of charm observe richard lewis trying to get comfortable on a folding cot for example and you have a really funny bit going for you upon further review the entire film needed more of that type of observational humor it doesn t hold up well after all these years but still remains a guilty pleasure,0,1,0.99677736,Negative,Positive
i watched the pie lette last night and the word that comes to mind is original it is a word not used much in tv as they all tend to copy whatever the other network is doing and you end up with seven nights of crime shows unfunny comedies and reality crap the first thing that hit me like a brick was the presence of jim dale those not familiar with the british carry on series or those who have not listened to a harry potter book may not be familiar with dale i am not sure whether his presence as narrator adds or distracts i will have to tune in more but it does give the show a harry potter atmosphere maybe that s a good thing lee pace infamous the white countess has a gift it never explains where he got it but he can bring someone back from the dead for a minute he teams with chi mcbride boston public roll bounce to solve murders using this talent everything is fine and funny until he comes across a childhood love anna friel goal the dream begins timeline and things really get complicated he can t send her back and he can never touch her boy would that make a relationship difficult i will be tuning in to see where this series goes in the expectation that it will continue to entertain,1,0,0.47662064,Positive,Negative
there is absolutely no doubt that this version of tarzan is the closest to burroughs vision while he gladly collected his royalties from the films produced during his lifetime he frequently made it clear that they were little more than the bastard children of his tales the film studios ludicrous obsession with casting olympic swimmers as tarzan was beyond laughable i guess we should consider ourselves lucky that they did not set their sights on shot putters prior to this film the most faithful adaptations were in comic strips and comic books as fine as some of these were we had to wait seven decades for a filmmaker with the integrity to respect the character as he had been created,1,0,0.47783446,Positive,Negative
bloody birthday plays on the assumed innocence of children and shows them as bloodthirsty monsters steven andy freeman curtis billy jayne credited as billy jacoby and debbie elizabeth hoy were all born on the same day during an eclipse besides sharing a birthday they also share a love of murder and they re not picky about who they kill either young billy elizabeth and andy play the parts of these emotionless monsters quite well but they know when to put on the charm too but they can t go on fooling everyone this is an overall good horror flick its not too unrealistic there are a few good moments of suspense and the kids portrayed the roles well the grown ups are pretty hammy though i d say its well worth seeing i own a copy myself,1,0,0.3696682,Positive,Negative
stifler has finished running his naked mile and is now attending beta house crazy stuff happens people run around naked and nerds are made fun of and this series is dead in the water the naked mile was a crap film but i found it to be significantly better then band camp it seems they ve gone back to what didn t work for them and it shows that they don t care either you can tell where the target audience is and they nailed it perfectly young teenage boys who like to see naked women crude humour and beer drinking will love beta house everyone else can pretty much look away star wars became a massive success that stunned audiences with it s ahead of its time special effects lord of the rings created an entire world of mythical creatures and massive battles that dazzled the eye the matrix changed the way action and sci fi films were made specifically with the cutting edge special effects with all the advancement in technology we eagerly await the next big thing that will have our jaws dropped to the floor then comes american pie beta house which pushes the boundaries of what technology can do when people have created spaceships landscapes and creatures using cgi beta house decides to use this technology to create semen yes the thing that creates life the thing you see so many times in pornography films is created and time slows down to show us the white residue shoot across the room onto a teddy bear is this funny disgusting neither beta house shows more nudity then the naked mile which is surprising considering the previous installments title does the film need it of course not does it ever advance the plot does it ever does it ever get a laugh does it ever get young boys aroused yes the women are beautiful but if i am the one who thinks there is too much nudity then you might as well just have made a porno the female who catches the affections of our main character is pretty and doesn t annoy the viewer like previous girls have done in the series but not once did i ever believe this character would ever do what she does i m pretty sure every action from the characters in this film are far from realistic the american pie series has fallen from a realm of reality into a fantasy world none of the events in this film would ever happen if they ever did then i need to attend this school immediately is this film suppose to make people feel like they are having a good time well it doesn t we are watching them have a good time by the end of the film we hate them for all the fun they are having there is a deer hunter scene in the film but to make it funny for today s audience they decided to substitute bullets wit horse semen are you laughing yet instead of shooting themselves with said semen in the head or face they place the gun in their mouths are you on the floor laughing yet the first time we are introduced to stifler s roommate he s having sex with his girlfriend are you cheering at the nudity yet the film at first seems like it will be about the boys trying to get into the frat house but then it shifts to them already being in the frat house but needing to perform certain tasks then it shifts to a competition between nerds and the boys it goes a little revenge of the nerds on us for a bit and it seems out of place i honestly do not know what these film is about because it goes all over the place most of the comedy seems forced for shock value even at the beginning with the dad showing his son the list of people he has had sex with the joke is in there somewhere i think it might be the fact that his wife is not the last name on the list or it could have been that one of his son s friend s mother was on the list either one it doesn t work i guess if you haven t guessed it yet this film is not funny nor does it seem to be focused the story is pathetic and the so called crude humour that the series has been known for doesn t shock skip this lame installment and any future ones as well i do not know why i have seen all the entries in the series but for some unknown reason they seem to have found their way to my eyes,0,1,0.6650932,Negative,Positive
the only reason i decided to view this film is because of the great acting talents of karen sillas alyson haywood bad money who is deeply involved with gary cole dave cry wolf who is a great war hero and has all kinds of ways to make money and never seems to stop telling lies alyson and dave are trying to rebuild an old home and restore it to comfortable living conditions the relationship gets troublesome and alyson decides to find out what is going on and the plot gets very mysterious if you are a big fan of karen sillas this is the film for you i only wish karen would appear in more films i miss her great talents,1,0,0.34414706,Positive,Negative
little quentin seems to have mastered the art of having the cake and eating it as usual the pure sadistic display can be explained as a clever thought provoking way of sending violence back into the audience s face sure mr tarantino violence is baaad sadism is baaad it is well worth wading in it to make that point how very brilliant the juvenile part of the audience may well not be clever enough to follow all the smart references to higher levels of consciousness though but i m confident they ll see the light one day thanks for making this little world of ours a little better you deserve a medal,0,1,0.9639697,Negative,Positive
story involves ancient demon being released upon a small town on halloween night in all my life i have never seen such a cheesy film but it is so d m entertaining you can forgive its bad acting effects direction and script this is the best movie created for the halloween season since the original halloween and when they introduce linnea quigley s character for the first time she is butt naked in the shower for like mins goodness they just don t get any better than this rush and buy this tape right away,1,0,0.48082888,Positive,Negative
includes spoilers i ve been a horror film fan now for many decades just when i think i ve seen all the great ones another pops up to surprise me i had never seen this film before it was a treat off the beaten path too not just the path to the swamp ferry boat either here was a horror film made in the s that dared to try something very different the pretty girl is gulp fearless for a change and saves the men including the man she loves from the monster how is that for a twist this girl was the complete opposite of most women in films of that time no screaming at her own shadow no fainting from fright no tripping over a leaf as she runs this gal wasn t afraid to live alone in a secluded hut far away from the rest of the villagers not only that but the place was on a foggy swamp rumored to be haunted heck she even takes naps on the swamp grass outdoors like a regular s version of ripley no snake gator or ghostly strangler would dare bother this gal books on early feminist films should be sure to include this overlooked work see this if you are a fan like me of those wonderfully atmospheric classic b w horror films they made only in the s and s and be sure to wear your cast iron turtle neck for protection,1,0,0.399071,Positive,Negative
this is a quirky heist caper film one that seems predictable at first then keeps surprising until the last scene the protagonist is a grifter who goes to work in a little carnival where he s paid to kill the manager s belly dancer wife divana then ends up falling for her himself she s alluring tricky and deadly and she keeps disappearing and popping up again like some sort of magician s trick the film s other props include her duplicitous husband employer played by the talented armand assante some nasty dominican mobsters and most important to the plot a suitcase full of money just like the old shell game the one where you have to guess which one the pea s under you ll be guessing who s got the money and like the victims of the hucksters who run such games you ll probably guess wrong dagma dominczyk as lovely divana is a talented performer and an eyeful whether she s dancing with the huge snake around her shoulders or working her grift on all the unfortunate men in her orbit norman reedus is fine as the young con who is flummoxed by the elusive beauty he was paid to kill don t count him out however for he turns out to be smarter than anyone gave him credit for this oddball film is worth a look,1,0,0.12690209,Positive,Negative
hrm i think that line was from the old movie posters this is a dumb movie that seems to have been translated from some language that was totally unfamiliar to the translator here s a tip any movie that starts with a black screen and text reading in the future is going to be fun this means that the premise is so implausible that they have to explain it to you in this case in the future means that instead of fighting wars nations have guys climb into giant robots and duke it out to determine well that s never terribly clear but it s probably something really important there are good guys obviously capitalists i e us and bad guys commies and there are big stop motion robots sadly the effects budget was pretty slim so we don t get to see a lot of the big robots there are plenty of cheap looking interior scenes and then a big space fight near the end the space fight is especially nice as it serves precisely no purpose other than the blow the remainder of the effects budget with said money now spent the climactic fight degenerates into and i m not making this up two guys hitting each other with sticks i can always get a laugh in a bar by re enacting the final scene complete with a last line guaranteed to leave any audience scratching their heads like i said it s dumb that s why i bought the tape,1,0,0.004508996,Positive,Negative
this was the first movie that joan crawford and clark gable made together and they would go on to make several more crawford stars a young rich girl who s father is wiped out in the stock market crash and there is nothing left for her and her brother they have never worked before and the brother william bakewell gets a job with gable who is a gangster and bakewell thinks it will be an easy job but gets in over his head pretty quick crawford becomes a reporter at a newspaper but wants to work on the big stories but is given worthless stuff to work on their is a massacre in which several of gable s men are killed and crawford was a witness to the whole thing it s a good movie but not one of their best,1,0,0.04243614,Positive,Negative
surprisingly not terrible and well animated for one of disney s straight to video throw away sequels like the previous sequel the lion king i was glad that disney brought back most of the original voice actors which makes a big difference and they kept a good level of traditional animation the plot wanders around for a while but we are distracted by an unending string of jokes ranging from hilarious to dull to break up the detached plot and jokes they gave us some silly musical sequences which much like the jokes range from entertaining to a quick trip to the fridge for the most part the mst k like moments are bland and full of untapped potential and really don t add a whole lot to the movie other than to act as a vehicle for an hour long flashback the new characters are at least likable and the old characters are out doing their thing so i can t fault them there overall this movie in not bad and it makes for a nice frivolous filler between the more serious lion king titles,1,0,0.0037002696,Positive,Negative
the best thing about camp films in general is that you know what to expect it s like watching a professional wrestling match or a day time soap opera or a jerry springer show you immediately can follow the skimpy plot identify the cardboard characters and watch in satisfaction while all the cliches are being fulfilled however at times the director does something real unexpected it may be something extraordinarily stupid or something weird or something insightful the director makinen is up there with the best camp directors and this is his best movie in yon saalistajat everything seems to come together there s nothing good about it but still manages to be a coherent whole not once does the movie slow down the action flows on and punches keep on coming the weirdest thing is that there s no sense of time some characters seem to take months doing something while other characters have only spent one hour at a bar this is partially due to finnish summer where the sun never sets so you don t experience the day turning into a night at all finally there is a plot there somewhere you may have to watch the movie three times before you realize it though,0,1,0.99516004,Negative,Positive
